<,IssueID,URL,Title,Status,CreatedAt,BugType ,StackLayer,,CTClass,subtype,reason Bug,reason Stack,reason Class
NVIDIA/cuda-quantum,1749,https://github.com/NVIDIA/cuda-quantum/issues/1749,`do { ... } while (false)` causes infinite loop when `--enable-mlir` is set,closed,2024-06-03T16:04:49Z,API-/Usage-/Logic-Bug (High-Level) ,Backend-Library ,C ,C ,,Using the common macro pattern do { ... } while (0) inside a __qpu__ kernel causes programs compiled with nvq++ --enable-mlir to hang at runtime,"Issue seems to be in the MLIR-based compilation / backend path of CUDA-Q. the kernel is valid C++ code, but only the MLIR-enabled pipeline produces IR that leads to an apparent infinite loop during execution ",Whether this specific do { ... } while (0) pattern is lowered correctly depends on internal MLIR control-flow handling. Generic frontend type checker on code would not catch this
NVIDIA/cuda-quantum,1726,https://github.com/NVIDIA/cuda-quantum/issues/1726,Cannot call C++ __qpu__ function from within another kernel if parameters contain vector of cudaq::measure_results,closed,2024-05-29T16:53:45Z,API-/Usage-/Logic-Bug (High-Level),Framework-Integration,B ,B ,B2,"Valid C++ code (xor_result with measure_result vector), but MLIR inlining pass incorrectly flags ""recursion.""",The problem lies in aggressive early inlining pass + type IR mapping between C++ and MLIR.,"A call graph analyzer could distinguish between genuine and false recursion, but this requires advanced data flow analysis."
NVIDIA/cuda-quantum,1703,https://github.com/NVIDIA/cuda-quantum/issues/1703,Segfault during circuit simulation with 2^19 controlled rotation gates,closed,2024-05-22T16:18:59Z,Performance-/Numerik-Bug,Runtime-/Framework-Runtime ,C,C,,"The problem only occurs with a very large number of cr1/crx gates (loop with 2**19 iterations) and manifests itself as a segfault across multiple targets - typical for a resource/performance bug (e.g., stack/heap exhaustion, IR too large, etc.), not for pure API or configuration issues.","Since the behavior is cross-target and tied to MLIR enablement, it points to a bug in generic runtime/JIT/IR handling (e.g., scheduling, memory management), not in a specific backend library.","Whether a specific circuit size leads to a segfault depends on internal data structures, JIT strategies, and resource limits; this cannot be verified purely statically, but is rather a question of implementation/runtime."
NVIDIA/cuda-quantum,1682,https://github.com/NVIDIA/cuda-quantum/issues/1682,break within two loops is not handled right.,closed,2024-05-15T12:45:44Z,API-/Usage-/Logic-Bug (High-Level),High-Level-API / Framework-Logic ,C,C,,"The user employs valid language constructs (while loop, measurement, if res: break); however, the compiler produces an incorrect IR (arity mismatch of cc.unwind_break) - this is a frontend/control flow lowering bug.",This affects the logic that translates Python kernels with classical control and quantum measurement into a consistent IR; backend and env are secondary.,"The implementation of control flow lowering is broken here; additional static checks on the user code would not prevent the bug (the compiler should support this pattern), more robust pass implementation/verification is needed."
NVIDIA/cuda-quantum,1670,https://github.com/NVIDIA/cuda-quantum/issues/1670,[c++] qvector initialization from vector of doubles fails for f32 simulator,closed,2024-05-13T20:07:46Z,API-/Usage-/Logic-Bug (High-Level),High-Level-API / Framework-Logic ,A,A,,"Semantically correct user code (double vector as init state), but the API/kernel logic does not automatically accept type conversion (FP64?FP32), even though the codebook provides for it.","The problem lies in the Qvector constructor semantics and their error handling, not in the backend library or environment.",Static type checking could detect precision mismatch directly when the constructor is called; better overloads or type constraints would catch the error at compile time.
NVIDIA/cuda-quantum,1663,https://github.com/NVIDIA/cuda-quantum/issues/1663,Python version on Quantum Cloud does not allow exponentiation operator,closed,2024-05-11T03:30:04Z,Backend-/Framework-Integrations-Bug,Framework-Integration,B ,B ,B1,"The code runs locally, but legalizing math.ipowi fails on the remote target; this is a problem in the integration of Python/IR lowering with the passes/constraints of the cloud backend.",This affects the layer that connects the Python kernel + IR pass pipeline to the remote backend (nvqc); multiple targets share the same frontend/pass logic.," One could imagine a (domain-specific) static compatibility analysis that checks in advance whether all ops (** ? ipowi) used are legalizable for a given target/pass pipeline set, and if not, provides a clear compile-time error message early on; This is advanced, but conceptually possible."
NVIDIA/cuda-quantum,1662,https://github.com/NVIDIA/cuda-quantum/issues/1662,Subtraction of variables gives unhandled BinOp.Sub error within a python kernel,closed,2024-05-10T21:46:43Z,API-/Usage-/Logic-Bug (High-Level),High-Level-API / Framework-Logic ,C,C,,"A syntactically completely harmless expression in the Python kernel fails, while an equivalent rewritten form works. This suggests incomplete/flawed high-level lowering/AST bridging logic."," The error occurs when translating the Python AST into the internal IR (kernel front end), not in the backend or in the environment."," Whether a particular AST pattern is supported in the compiler is an implementation issue; this cannot be prevented by additional analysis of the user code, but only by more robust implementation/testing of the front end."
NVIDIA/cuda-quantum,1620,https://github.com/NVIDIA/cuda-quantum/issues/1620,[Python Kernel] `bool` to `int` type casting issue,closed,2024-05-07T03:41:09Z,API-/Usage-/Logic-Bug (High-Level) ,Backend-Library ,B ,B ,B2,"A measurement result bit = mz(aux) is lowered to IR that sign-extends the i1 value to i64 (sext i1 %7 to i64) and then compares it to 1. Since true becomes -1 under signed extension, the icmp eq i64 %8, 1 condition is never satisfied, so the if bit == 1: branch is logically wrong","The defect is in the kernel codegen. The high-level kernel code is valid, but the generated IR compearision ins obviously incorrect. ",A specialised IR validator or formal check over the codegen pipeline could detect inconsistent patterns like sext i1 followed by comparison with 1 for a logical boolean. and enforce zero-extension or correct comparison 
NVIDIA/cuda-quantum,1618,https://github.com/NVIDIA/cuda-quantum/issues/1618,`MidCircuitMeasurementAnalyzer` doesn't handle all cases of measurement assigned variables ,closed,2024-05-07T01:02:31Z,API-/Usage-/Logic-Bug (High-Level),High-Level-API / Framework-Logic ,C,C,,Certain types of conditions are not handled correctly in the Analysis Helper. Llogic/oversight bug in the high-level analysis tool.,"It affects the internal analysis/frontend logic (AST/IR bridging), not build, backend, or runtime.",The vulnerability lies in the helper function itself; user code analysis cannot prevent this as long as the helper is not fully implemented.
NVIDIA/cuda-quantum,1571,https://github.com/NVIDIA/cuda-quantum/issues/1571,make check-targets doesn't have all dependencies in the CMakeLists.txt files,open,2024-04-25T23:00:55Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment,B ,B ,B1,"The build/install logic does not correctly update runtime libraries when switching branches, resulting in link/runtime errors.",The problem occurs in the build/CI/install environment before anything is simulated or compiled.,"A precisely modeled build graph or tooling that forces dependent targets to rebuild when branches change could detect such errors, but this is a more complex build/analysis task."
NVIDIA/cuda-quantum,1566,https://github.com/NVIDIA/cuda-quantum/issues/1566,Cannot pass a list of Pauli words to `observe_async`,closed,2024-04-25T14:24:56Z,API-/Usage-/Logic-Bug (High-Level),High-Level-API / Framework-Logic ,C,C,,"Synchronous observe accepts a list of Pauli strings, whereas observe_async does not. Inconsistent API/contract logic.","The error lies in the Python bindings or the high-level API (overloads/conversions), not in simulation, build, or environment.","This is a gap in the implementation of the async overload; additional analysis of the user code does not prevent this, a library fix is required."
NVIDIA/cuda-quantum,1539,https://github.com/NVIDIA/cuda-quantum/issues/1539,ChemistryTester bug when nvidia target is available,closed,2024-04-18T12:37:56Z,Backend-/Framework-Integrations-Bug,Framework-Integration,C,C,,"The Python/PySCF bindings initialize CUDA-Q and set the default target to nvidia, while the tester is linked to QPP FP64 - integration/target selection conflict.","The problem lies in the interaction between the Python helper library, target management, and C++ tester (mix of different backends in one pipeline).",Global target switches and precision mismatches caused by such integration paths are runtime/configuration details that cannot realistically be verified by static analysis of the Quantum user code.
NVIDIA/cuda-quantum,1529,https://github.com/NVIDIA/cuda-quantum/issues/1529,Calling kernel functions with list parameters gives incorrect results,closed,2024-04-17T17:05:02Z,API-/Usage-/Logic-Bug (High-Level),High-Level-API / Framework-Logic ,C,C,,"The kernel test_param(i: int, v1: list[int]) -> int should return i each time, but returns 42 four times. Logic/binding bug in the Python kernel call implementation.","The error lies in the way Python call sites/arguments are mapped in IR/Runtime, i.e., in the high-level language/framework layer.",Incorrect capturing/assignment of arguments is an internal binding/runtime problem that cannot be prevented by additional type or CT analyses of the user code.
NVIDIA/cuda-quantum,1498,https://github.com/NVIDIA/cuda-quantum/issues/1498,Output discrepancy when args of mz are in a list vs when comma separated ,closed,2024-04-11T06:39:51Z,API-/Usage-/Logic-Bug (High-Level),High-Level-API / Framework-Logic ,C,C,,"The measurement API behaves inconsistently: qubits passed as a list return the correct bit length, but comma-separated arguments do not. API/semantics bug.","This concerns the Python frontend/measurement API and its result format, not the backend.",The incorrect argument handling is a library implementation problem; CT analyses of the user code would not change anything.
NVIDIA/cuda-quantum,1469,https://github.com/NVIDIA/cuda-quantum/issues/1469,Cannot run Python range-based for loops through the synthesizer (affects NVQC),closed,2024-04-02T23:58:05Z,API-/Usage-/Logic-Bug (High-Level),High-Level-API / Framework-Logic ,C,C,,"The standard Python pattern (for i in range(len(parms)): parms[i]) leads to an internal IR/pass error, while the variant for i in parms works.  Frontend/IR generation bug.","The problem arises in Python kernel MLIR generation and subsequent lowering, not in the simulator or build.",The incorrect handling of constant arrays and cc.get_const_element in LowerToQIR is an internal pass weakness that cannot be compensated for by analyzing the user code.
NVIDIA/cuda-quantum,1464,https://github.com/NVIDIA/cuda-quantum/issues/1464,`cnot` operation is not compiled properly in MLIR mode,closed,2024-04-02T02:46:37Z,API-/Usage-/Logic-Bug (High-Level),High-Level-API / Framework-Logic ,C,C,,The shorthand cnot violates its semantics when MLIR is enabled because it is translated into two single-X gates instead of a controlled operation- Asemantics/compiler logic bug.,The incorrect translation occurs in the frontend/MLIR lowering of the kernel code before a specific backend comes into play.,"An incorrectly implemented lowering of the operator can only be fixed by fixing/verifying the compiler, not by adding additional checks to the user kernel."
NVIDIA/cuda-quantum,1432,https://github.com/NVIDIA/cuda-quantum/issues/1432,Handle references to constant data in `GenerateDeviceCodeLoader`,closed,2024-03-22T02:29:15Z,API-/Usage-/Logic-Bug (High-Level),Framework-Integration,C,C,,The design/implementation logic of module excision relies solely on the call graph and overlooks constantly referenced data. Maybe is a conceptual logic error in the compiler pipeline.,"This affects the interaction between the kernel module, host code, and compiler IR when extracting the kernel module, i.e., the integration/compiler layer.","Here, the analysis itself (call graph only) is insufficient; additional CT checks on the user code do not change anything as long as the excision algorithm does not include constant data."
NVIDIA/cuda-quantum,1431,https://github.com/NVIDIA/cuda-quantum/issues/1431,Endian representation bug in `QppCircuitSimulator::observe`,open,2024-03-22T02:25:40Z,Backend-/Framework-Integrations-Bug,Backend-Library,C,C,,The change in qpp state vector endianness was not consistently applied in QppCircuitSimulator::observe with Hamiltonian matrix generation (spin_op::to_matrix) - integration error between two backend components.,"The bug is entirely in the qpp backend implementation (state vector layout vs. Hamiltonian matrix), not in the high-level framework.",Whether Matrix and Statevector use the same endianness is an internal backend detail that cannot be verified by analyzing the user code.
NVIDIA/cuda-quantum,1421,https://github.com/NVIDIA/cuda-quantum/issues/1421,LLVM aarch64 relocation overflow,closed,2024-03-20T03:55:38Z,Performance-/Numerik-Bug,Runtime-/Framework-Runtime,C,C,,"In memory-intensive VQEs, a relocation assertion fails deep within the LLVM JIT. Resource/numerical/JIT bug, not a simple API error.","The crash occurs in the execution/JIT runtime (RuntimeDyldELF), i.e., in the runtime layer above the backend.","Such size/overflow problems in JIT/relocations cannot be avoided by type or CT analyses of the user code, but require more robust runtime implementation."
NVIDIA/cuda-quantum,1400,https://github.com/NVIDIA/cuda-quantum/issues/1400,Circuit drawer retains qubits from previously printed kernel(s),closed,2024-03-14T17:22:45Z,API-/Usage-/Logic-Bug (High-Level),High-Level-API / Framework-Logic ,C,C,,Drawing the same kernel leads to increasingly longer circuit diagrams due to stale global state. A logic/state bug in the Draw API.,"Affects the visualization/front-end layer (cudaq.draw), without involving the simulator or environment.","A mismanaged global state in the draw code can only be fixed by correcting the implementation, not by analyzing the user kernel."
NVIDIA/cuda-quantum,1396,https://github.com/NVIDIA/cuda-quantum/issues/1396,Batched measurement outputs dont allign to expected results ,closed,2024-03-14T14:50:03Z,API-/Usage-/Logic-Bug (High-Level),High-Level-API / Framework-Logic ,C,C,,The behavior of cudaq.observe with multiple Hamiltonian terms is inconsistent with the physically expected semantics for independent qubits - logic/semantics bug in the Observe API.,"The problem lies in the way the high-level observe routine aggregates results for lists of terms, not in the backend or build.","The error lies in the internal implementation of the observe logic; additional compile-time checks on the user code could not prevent this, a library fix is required."
NVIDIA/cuda-quantum,1374,https://github.com/NVIDIA/cuda-quantum/issues/1374,nvqpp_SampleAsync fails on machines with multiple GPUs,closed,2024-03-12T16:04:15Z,Backend-/Framework-Integrations-Bug ,Runtime-/Framework-Runtime ,C,C,,"The official Async Sample CTest crashes with double-free/heap corruption when using multi-GPU/MQPU. An integration/runtime bug (MQPU, allocator, async scheduling), not purely a performance bug. ","The error occurs in the running test binary in heap/runtime management, not in the build or high-level frontend. ",Double-free/heap corruption errors in internal runtime/allocator code are classic implementation problems; they cannot be avoided by compile-time analysis of user code. 
NVIDIA/cuda-quantum,1367,https://github.com/NVIDIA/cuda-quantum/issues/1367,Synthesizer produces error when mixing certain argument types,closed,2024-03-11T15:54:51Z,Performance-/Numerik-Bug ,Framework-Integration ,C,C,,"A synthesis process for a kernel leads to std::bad_alloc, apparently because an incorrect offset causes a structure that is much too large to be interpreted/allocated ? resource/index/numerical error. ","The error lies in the interaction between argument layout and synthesizer logic (host data IR/Runtime), i.e., in the compiler/synthesizer integration layer. ",An incorrectly calculated offset in the synthesizer is an implementation bug; it does not make sense to prevent this through static analysis of user programs. 
NVIDIA/cuda-quantum,1257,https://github.com/NVIDIA/cuda-quantum/issues/1257,Duplicate quake code in `cudaq::get_quake_by_name` if inlining is disabled,closed,2024-02-20T01:48:47Z,API-/Usage-/Logic-Bug (High-Level) ,Framework-Integration ,C,C,,"A kernel that calls another twice should result in a clean module structure; instead, the callee function is defined twice. A code/logic bug. ","The double definition arises in MLIR/Quake code generation, i.e., in the integration of __qpu__ front ends with the IR/compiler infrastructure. ",This is an internal error in the code generator; additional analysis of the user code will not change anything as long as the generator is implemented incorrectly. 
NVIDIA/cuda-quantum,1218,https://github.com/NVIDIA/cuda-quantum/issues/1218,Out of scope kernel ,closed,2024-02-13T09:40:16Z,API-/Usage-/Logic-Bug (High-Level) ,Runtime-/Framework-Runtime ,C,C,,The user creates a kernel in a function and returns it. A completely legitimate pattern. the fact that this particular syntax leads to a segfault on nvidia-mqpu indicates a bug in the kernel lifetime/binding logic. ,"The crash occurs in the Async/MQPU runtime during execution, not during frontend lowering.",Object lifetimes and memory management in runtime/binding code are internal implementation details; compile-time analyses of user code are of no help here.
NVIDIA/cuda-quantum,1215,https://github.com/NVIDIA/cuda-quantum/issues/1215,`cudaq::adjoint` not handling double adjoint.,closed,2024-02-12T22:28:33Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,C,,A combination of rz<adj> in the kernel and adjoint(foo) effectively results in two adjoint rotations instead of the expected identity – this is a semantics/contract bug in adjoint logic. ,"It's about high-level gate and meta-operation logic (adjoint rewriting), not build, backend, or runtime environment. ","Incorrect adjoint semantics is an implementation/design problem of the library/compiler logic, not something that can be prevented by analyzing the user code at compile time. "
NVIDIA/cuda-quantum,1175,https://github.com/NVIDIA/cuda-quantum/issues/1175,Tensornet target in Python not registered for async functions ,closed,2024-02-06T15:49:53Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"When the target is set to tensornet, calling cudaq.sample_async(kernel, 10).get() segfaults in DefaultExecutionManager / runSampling, i.e., the async sampling path is not correctly wired up for the tensornet simulator target.","The error occurs during integration between the Python async API and the C++ layer, which manages various targets. The kernel itself works perfectly.","This is a backend/runtime integration bug that only manifests when executing with the tensornet target and async sampling. Fits class C, because no static property of the kernel usage that compile-time analysis could flag in advance."
NVIDIA/cuda-quantum,1168,https://github.com/NVIDIA/cuda-quantum/issues/1168,JIT compilation fails when inlining is disabled,closed,2024-02-04T12:30:01Z,API-/Usage-/Logic-Bug (High-Level),Framework-Integration ,C,C,,"A legitimate call from one __qpu__ kernel to another only works if a specific inlining pass is active; without it, an inconsistent IR – logic error occurs in the compiler pipeline. ","The bug is located in the MLIR/compiler pass pipeline (call resolution, module structure), i.e., in the interaction between the front end and the compiler/back end. ",Whether an internal pass correctly registers the target function is an implementation detail of the compiler; this cannot be verified by additional checks on the user kernel. 
NVIDIA/cuda-quantum,1159,https://github.com/NVIDIA/cuda-quantum/issues/1159,cmake dependences aren't quite right,open,2024-02-02T00:08:58Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment ,B ,B ,B1,"Executor links against RestClient, but the CMake/third-party configuration does not build RestClient. this is a build/link/packaging bug. ","The error occurs during building/linking, before any kernel is executed. ",A cleanly modeled build graph/CMake check could determine deterministically during configure/compile that a required target is missing; this is more of a build analysis issue than a runtime problem. 
NVIDIA/cuda-quantum,1136,https://github.com/NVIDIA/cuda-quantum/issues/1136,Tensornet backend scratch space allocator is prone to race condition,open,2024-01-25T01:56:05Z,Performance-/Numerik-Bug ,Backend-Library ,C,C,,The scratch size heuristic uses cudaMemGetInfo and may see incorrect free memory values in multi-tenant or multi-process setups. A resource/numerical/heuristic bug. ,This is a runtime issue in the tensornet backends scratch-space allocation (cudaMemGetInfo to scratchSize to cudaMalloc); concurrent simulator instances can race and overestimate free memory,"Race conditions in cudaMemGetInfo between multiple processes are a runtime/system issue; heuristics can be improved, but they cannot be avoided through user code analysis. "
NVIDIA/cuda-quantum,1117,https://github.com/NVIDIA/cuda-quantum/issues/1117,Intermittent CI llvm-lit test failures for `remote-mqpu` ,closed,2024-01-22T09:41:08Z,Backend-/Framework-Integrations-Bug ,Runtime-/Framework-Runtime ,C,C,,"Multiple remote mqpu tests running in parallel collide when selecting: a coordination/integration problem with the remote runtime, not purely a user configuration error. ","This affects the network/process runtime of the remote target (socket binding, daemon start), i.e., the runtime layer. ","Port collisions caused by parallel processes are typical runtime/env problems; they cannot be prevented by static analysis of Quantum programs, but only by more robust port management logic. "
NVIDIA/cuda-quantum,1108,https://github.com/NVIDIA/cuda-quantum/issues/1108,sample_async race condition,closed,2024-01-18T17:35:49Z,Performance-/Numerik-Bug ,Runtime-/Framework-Runtime ,C,C,,"A very small GHZ circuit triggers a custatevec out of memory error on nvidia-mqpu. A resource/memory management problem, not an API or configuration error on the part of the user. ","The error occurs in the interaction between MQPU runtime, sample_async, and custatevec at runtime, i.e., in the execution/runtime layer. ",How the MQPU runtime allocates memory internally is an implementation detail; this cannot be meaningfully avoided by compile-time analysis of the user code. 
NVIDIA/cuda-quantum,1087,https://github.com/NVIDIA/cuda-quantum/issues/1087,Sporadic test failure in REST platform `get_state_async` test,open,2024-01-12T04:08:39Z,Backend-/Framework-Integrations-Bug ,Runtime-/Framework-Runtime ,C,C,,"The interaction between the REST server, remote MQPU backend, and tests causes hangups in get_state_async so a integration/orchestration problem. ","Asynchrony, scheduling, timeouts, and process interaction. runtime/framework layer. ","Such deadlocks/hangs can only be resolved through better runtime implementation/monitoring, not through compile-time analysis of quantum programs. "
NVIDIA/cuda-quantum,1046,https://github.com/NVIDIA/cuda-quantum/issues/1046,Upgrade pybind11 to the latest version,closed,2023-12-19T17:13:40Z,Backend-/Framework-Integrations-Bug ,Runtime-/Framework-Runtime ,C,C,,Certain versions of pybind11 do not interact correctly with the CUDA-Q Python frontend – Integration/ABI/binding problem. ,"The effect occurs in ongoing tests in the Python binding/call layer, not when building the binaries. ",Compatibility of bindings and binary layout is a runtime/implementation issue; user code analysis does not help here.
NVIDIA/cuda-quantum,1030,https://github.com/NVIDIA/cuda-quantum/issues/1030,Incorrect QIR generated for some conditional measurements (qir_cond_for_loop-6.cpp),closed,2023-12-12T16:47:28Z,API-/Usage-/Logic-Bug (High-Level) ,Framework-Integration ,C,C,,"Correctly written user code leads to logically incorrect QIR/IR (e.g., measurement/result handling in if structures) - Compiler/semantic bug. ","The problem lies in the CUDA-Q compiler pipeline (front end so MLIR/Quake so QIR), i.e., in the integration layer. ",Faulty transformations in compiler passes are classic implementation bugs; compile-time analysis of user code does not help here. 
NVIDIA/cuda-quantum,1022,https://github.com/NVIDIA/cuda-quantum/issues/1022,`from_state` error with `kernel.qalloc()`,closed,2023-12-11T21:15:47Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,A,A,,"Semantically legitimate use (q = kernel.qalloc() and from_state(q, a)); however, the API behaves differently than for qalloc(1) and runs into an error reach of contract/semantics of the high-level API. ","The logic is in the from_state/qubit API itself (single qubit vs. qvector), not in the simulator backend or build. ","The signature/overloads could ensure at compile time that only suitable from_state calls are permitted for kernel.qalloc() or generate a clear error message early on (e.g., more strongly typed qubit/container types). "
NVIDIA/cuda-quantum,928,https://github.com/NVIDIA/cuda-quantum/issues/928,qubit-mapping has bug threading wire values,closed,2023-11-14T23:50:07Z,API-/Usage-/Logic-Bug (High-Level) ,Framework-Integration ,C,C,,"Formally valid user code leads to IR in which linear swap wires are used multiple times, causing the compiler to violate its own linearity rules. ","Errors arise in the interaction between Quake/MLIR passes (e.g., synthesis, qubit mapping, inlining) and the linearity discipline of the IR. ",This is purely a compiler/pass implementation error; it cannot be prevented by type/contract checks on the user side. 
NVIDIA/cuda-quantum,920,https://github.com/NVIDIA/cuda-quantum/issues/920,MPI is not enabled in `cudaq` Python wheels,closed,2023-11-14T02:02:49Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment ,C,C,,Wheels are delivered without MPI functionality enabled (unlike Docker/native builds)- Seems to be a  packaging/configuration error. ,"It's about build flags and wheel creation, not runtime/compiler logic. ","Such distribution errors can only be addressed by build/release checks, not by type/IR analyses of user code. "
NVIDIA/cuda-quantum,906,https://github.com/NVIDIA/cuda-quantum/issues/906,cudaq.from_state() dosn't work correctly,closed,2023-11-10T22:07:48Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,C,,"A valid state vector leads to another, incorrect internal state. the from_state API breaks its guaranteed semantics. ","The error lies in the mapping/representation logic of the high-level state API, not in the backend. ",This is an implementation detail of the framework state representation; user code analysis cannot prevent this. 
NVIDIA/cuda-quantum,875,https://github.com/NVIDIA/cuda-quantum/issues/875,ConvertExpr buildOp currently not specification adherent. ,closed,2023-11-07T18:49:35Z,API-/Usage-/Logic-Bug (High-Level),High-Level-API / Framework-Logic ,C,C,,"The fixup-linkage tool sets incorrect linkage/visibility properties for Mach-O/QIR artifacts, thereby breaking its own contract with the system linker. ","Bug is located in the toolchain/compiler integration layer (QIR/IR to object to host binary), not in the user code or backend. ",Incorrect linkage flags in generated IR are purely tool/implementation errors and cannot be avoided at compile time by analyzing user kernels. 
NVIDIA/cuda-quantum,873,https://github.com/NVIDIA/cuda-quantum/issues/873,Free function kernels won't work on macOS,open,2023-11-07T11:01:34Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"Chemistry/domain code is incorrectly linked to the QPP simulator (e.g., incorrect backend/precision/state handling) Integration error, not a pure build flag error. ","Layer in which Chemistry Code, CUDA Q-State, and Backend Simulator are wired. ",Such coupling errors are found through testing/CI; they cannot be effectively avoided by analyzing user kernels at compile time. 
NVIDIA/cuda-quantum,867,https://github.com/NVIDIA/cuda-quantum/issues/867,Allow for more complex builder gate signatures in library mode,closed,2023-11-06T21:16:18Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"QPP complains because CUDA-Q passes the subsystems/indexes to applyCTRL in such a way that dimension contracts are violated. This is an integration problem, not a QPP bug. ","Bug at the interface between CUDA-Q-State/register representation and QPP API (subsystem division, endianness/order). ",Whether this internal translation is correct depends solely on the library implementation; user code analysis cannot prevent this. 
NVIDIA/cuda-quantum,866,https://github.com/NVIDIA/cuda-quantum/issues/866,Unable to use IQM QPU machine name with spaces,closed,2023-11-06T12:38:06Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"The problem lies in the interaction between nvq++-CLI, IQM backend, and runtime: the machine string option passed with spaces iis interpreted incorrectly, resulting in an architecture mismatch exception at runtime, even though the user specifies the correct architecture. ","This affects the integration layer between the CUDA-Q toolchain/runtime and the external IQM-REST/QPU backend (parsing & mapping of the --iqm-machine option), not the pure build environment or a single backend library. ","This is an implementation error in the handling/transfer of machine names (e.g., splitting at spaces or incorrect comparison); additional compile-time analyses of the user code or stronger typing of the Quantum programs would not prevent this. A fix is needed in the CLI/runtime implementation itself. "
NVIDIA/cuda-quantum,819,https://github.com/NVIDIA/cuda-quantum/issues/819,from_state prepares incorrect state,closed,2023-10-24T03:55:43Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,C,,"cudaq.from_state(statevector) prepares the wrong computational basis state for 3+ qubits (e.g., an input statevector for |111? samples as |110?), even though it appears correct for up to 2 qubits. ","The defect is in the from_state state-preparation routine in the high-level API (how it maps the provided statevector into internal initialization logic / qubit ordering), not in user code syntax or build configuration.",This is a library semantic correctness bug in state initialization; it requires fixing the from_state implementation and cannot be prevented by generic compile-time or user-side static checks. 
NVIDIA/cuda-quantum,814,https://github.com/NVIDIA/cuda-quantum/issues/814,Ternary operator not working in `__qpu__` kernels,closed,2023-10-23T20:08:17Z,API-/Usage-/Logic-Bug (High-Level) ,Backend-Library ,B ,B ,B2,"The nvq++ compiler is generating IR that always executes the instructions involved in ternary operations. It should generate conditional IR instead. That is - for the a ? b : c expression, it should evaluate a, and then based on the result of a, it should then evaluate b OR c, not both.",The defect lies in the CUDA-Q C++ frontend / Quake IR lowering for ternary (?:) operators inside kernels: the generated IR encodes the wrong control-flow semantics before any backend simulator or environment is involved,A specialised IR verifier or compiler test generator could detect that a supposed conditional expression has both branches evaluated and merged which requires analysis of the generated control flow rather than simple local type/contract checks
NVIDIA/cuda-quantum,810,https://github.com/NVIDIA/cuda-quantum/issues/810,Logical `&&` operator not working in `__qpu__` kernels,closed,2023-10-23T12:35:57Z,API-/Usage-/Logic-Bug (High-Level) ,Framework-Integration ,C,C,,A kernel that works with a logical && is translated in IR with incorrect short-circuit/branch logic. The compiler violates the semantics of the high-level language. ,"The error lies in IR generation/optimization (front end ? Quake/MLIR ? target IR), i.e., in the compiler/framework integration layer. ","Incorrectly generated branch/logical IR is a typical pass/compiler bug; it cannot be avoided by analyzing the user kernels at compile time, but only by fixing/verifying the transformations. "
NVIDIA/cuda-quantum,806,https://github.com/NVIDIA/cuda-quantum/issues/806,[QIR] Lowering ctrl-swap not implemented,closed,2023-10-20T19:29:49Z,API-/Usage-/Logic-Bug (High-Level) ,Framework-Integration ,C,C,,"The lowering code for two-target operations contains a hard error message for controlled variants, i.e., certain valid operations are simply not supported. A logic/feature gap in the compiler. ","The bug lies in the LowerToQIR/Pass code (Quake/MLIR ? QIR), i.e., in the compiler/framework integration layer. ",The fact that a certain operation is not implemented in lowering is purely an implementation issue; additional compile-time analysis of the user code cannot remedy this. 
NVIDIA/cuda-quantum,805,https://github.com/NVIDIA/cuda-quantum/issues/805,[QIR] Bug in lowering multi-ctrl to LLVM,closed,2023-10-20T18:58:06Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"Lowering a multi-controlled operation (via cudaq::control(...) / x<cudaq::ctrl>) produces incorrect behavior: when the Quake is lowered to LLVM/QIR, executing the program yields a wrong value for the first control qubit in the multi-control invocation","The bug is in the compiler lowering pipeline from Quake/MLIR to LLVM/QIR-specifically how multi-control is represented and passed to the QIR helper (invokeWithControlQubits) / controlled QIS calls during LLVM generation, not in user code or runtime environment",This is a semantic correctness defect in the compiler's QIR/LLVM lowering for multi-control; it requires fixing the lowering/codegen implementation and cannot be prevented by generic user-side compile-time checks or type validation.
